frame,cx,cy,x1,y1,x2,y2,conf
145,657,324,618,209,696,440,0.5901888012886047
145,601,325,552,238,650,412,0.5673328042030334
145,575,411,525,331,626,492,0.4730670154094696
145,468,692,417,666,520,719,0.3967542052268982
145,554,288,525,224,583,353,0.3848695158958435
146,464,532,398,384,531,681,0.846407949924469
146,75,419,48,358,103,481,0.8072449564933777
146,870,629,796,540,944,719,0.7965067028999329
146,727,557,661,396,793,719,0.7932154536247253
146,608,565,546,428,671,703,0.6853451132774353
146,761,356,707,256,815,457,0.6240665912628174
146,656,327,616,212,696,442,0.6105649471282959
146,577,412,527,333,628,491,0.4782087504863739
146,596,322,545,239,647,406,0.4630483090877533
146,465,698,416,677,515,719,0.35676437616348267
147,463,541,397,387,530,696,0.8417685031890869
147,76,421,47,359,105,484,0.8269715905189514
147,728,553,660,399,797,708,0.7954636216163635
147,873,630,797,543,949,718,0.7674039602279663
147,760,358,706,258,815,458,0.7153046131134033
147,656,329,617,215,696,444,0.6456340551376343
147,608,571,546,431,670,711,0.6021299958229065
147,599,319,551,241,647,398,0.5188648700714111
147,581,415,531,335,631,495,0.48624420166015625
147,556,298,524,223,588,373,0.3623202443122864
148,461,551,394,392,529,710,0.8460025787353516
148,732,557,663,402,802,712,0.8356111645698547
148,76,423,47,361,105,486,0.8238347172737122
148,759,358,704,259,814,458,0.7369227409362793
148,879,631,803,545,955,718,0.7333633303642273
148,608,566,546,432,670,700,0.6754684448242188
148,657,331,618,218,696,445,0.6311653852462769
148,585,418,534,336,636,501,0.5848223567008972
148,595,318,547,245,644,391,0.49444690346717834
148,555,298,522,221,589,375,0.35093724727630615
149,72,425,45,362,100,488,0.8316023349761963
149,459,555,392,396,527,714,0.8198415637016296
149,736,563,666,406,806,720,0.8156316876411438
149,878,632,806,547,951,718,0.6974259614944458
149,758,361,704,260,812,462,0.6770361661911011
149,608,566,542,434,675,699,0.6320269703865051
149,656,334,618,219,695,449,0.5936095714569092
149,588,420,537,337,640,504,0.5649804472923279
149,597,319,546,247,649,392,0.4451545476913452
150,70,425,42,361,99,490,0.8237984776496887
150,737,564,666,410,809,719,0.8122677803039551
150,455,558,386,399,525,718,0.8004992604255676
150,879,634,808,551,950,718,0.7110909819602966
150,656,340,618,219,695,461,0.6435937285423279
150,759,366,706,262,812,470,0.6286988854408264
150,609,571,543,436,675,707,0.5731897950172424
150,589,419,537,336,642,503,0.4934465289115906
150,596,319,546,250,647,389,0.47257035970687866
151,740,568,668,416,813,720,0.8191632032394409
151,452,560,382,401,522,720,0.7908747792243958
151,879,637,811,556,947,718,0.7020517587661743
151,610,578,546,438,674,718,0.6833011507987976
151,68,425,37,360,100,490,0.6777843832969666
151,656,344,616,220,697,468,0.6407490968704224
151,760,370,709,264,812,476,0.5923447012901306
151,596,325,546,252,647,398,0.5215800404548645
151,590,421,536,337,645,506,0.4368741810321808
152,448,561,378,402,519,720,0.8193754553794861
152,740,571,666,423,815,720,0.7885600328445435
152,605,580,538,442,672,719,0.7407951951026917
152,878,639,813,560,943,718,0.7049243450164795
152,597,326,546,254,648,399,0.6752613186836243
152,657,344,617,221,697,467,0.6326068043708801
152,761,374,710,265,813,484,0.5999518036842346
152,594,426,539,342,649,511,0.5962567925453186
152,65,421,33,355,97,487,0.5349361300468445
153,447,562,377,404,518,720,0.8308679461479187
153,741,573,667,430,816,716,0.7530472874641418
153,605,582,539,445,671,719,0.7214227318763733
153,761,378,711,267,812,489,0.6910595893859863
153,595,329,543,255,648,403,0.6788536310195923
153,878,640,815,565,942,716,0.6504395008087158
153,60,418,25,354,96,483,0.6260296702384949
153,655,337,617,221,693,454,0.6089631915092468
153,594,427,534,345,654,509,0.5635620355606079
153,448,297,424,222,472,372,0.3506668210029602
154,445,561,374,404,517,718,0.8338470458984375
154,604,584,538,450,671,719,0.7409495115280151
154,595,333,543,256,647,411,0.6814885139465332
154,763,389,712,269,814,510,0.6810750961303711
154,655,338,617,221,693,455,0.616109311580658
154,741,574,667,433,816,716,0.5938540101051331
154,879,643,816,572,942,715,0.5818203687667847
154,593,431,534,348,653,514,0.5719782710075378
154,52,417,10,355,95,480,0.443959504365921
154,446,297,421,223,472,371,0.4209938943386078
155,443,562,371,406,516,718,0.8470221161842346
155,604,586,539,454,670,719,0.749790370464325
155,765,395,715,271,815,520,0.6946093440055847
155,742,577,667,439,818,716,0.6676058769226074
155,655,340,617,223,693,458,0.6236581802368164
155,595,433,538,350,653,517,0.6121877431869507
155,593,338,540,256,647,421,0.5800217390060425
155,880,646,817,577,943,715,0.47410374879837036
155,448,297,424,224,472,371,0.38094067573547363
155,522,298,500,222,544,374,0.35453879833221436
155,714,299,676,190,752,409,0.35176461935043335
156,442,562,370,407,515,718,0.8631657361984253
156,743,579,665,442,822,717,0.7366333603858948
156,604,589,540,459,669,719,0.7276982069015503
156,766,394,717,273,816,516,0.672585666179657
156,655,341,616,225,694,458,0.6554198861122131
156,590,342,535,258,646,427,0.5806456208229065
156,592,437,536,354,649,521,0.5768718719482422
156,444,291,416,211,472,372,0.40733328461647034
156,520,298,497,223,543,374,0.3826940655708313
156,712,298,676,189,749,408,0.351197212934494
157,440,563,367,410,514,717,0.8536063432693481
157,746,580,665,444,827,717,0.794263482093811
157,603,591,539,464,668,718,0.7086190581321716
157,655,342,616,227,694,457,0.6545789241790771
157,768,390,720,278,816,503,0.6190342903137207
157,589,347,533,259,645,436,0.5958218574523926
157,591,442,537,358,646,526,0.5720802545547485
158,440,567,365,416,515,718,0.8879975080490112
158,747,582,665,447,830,717,0.8098731637001038
158,606,592,545,467,668,718,0.668793261051178
158,655,342,616,228,694,456,0.6619126200675964
158,771,390,723,284,819,497,0.6402544975280762
158,589,347,534,260,645,435,0.6217532753944397
158,592,448,536,362,648,535,0.561668872833252
158,34,401,0,342,69,461,0.3710322380065918
158,709,299,673,190,746,409,0.35343679785728455
159,440,570,366,421,515,719,0.8552043437957764
159,748,583,664,450,833,717,0.8257617354393005
159,774,398,725,285,823,511,0.6541551351547241
159,654,344,614,229,694,459,0.63007652759552
159,608,595,548,473,669,717,0.6245247721672058
159,588,351,530,260,646,442,0.6205597519874573
159,591,454,535,366,647,542,0.5539978742599487
159,1048,633,819,553,1277,713,0.39301857352256775
159,708,301,672,191,745,411,0.37566664814949036
160,440,572,365,424,515,720,0.8375444412231445
160,749,584,665,452,834,717,0.8086271286010742
160,599,598,533,479,666,717,0.6767014265060425
160,588,353,530,261,647,445,0.6622992157936096
160,652,344,614,229,691,460,0.6437132954597473
160,777,402,727,288,827,516,0.5883092284202576
160,894,667,821,616,968,719,0.5554390549659729
160,592,455,536,367,648,544,0.5391154885292053
160,706,302,671,193,742,412,0.38861164450645447
161,440,574,365,430,515,719,0.8517606258392334
161,751,585,668,454,835,716,0.7610520124435425
161,600,600,532,483,668,717,0.6977431774139404
161,589,354,532,263,646,446,0.6205514073371887
161,653,346,613,229,693,463,0.5734192728996277
161,591,458,534,373,649,544,0.5057684779167175
161,779,405,727,290,831,521,0.4929444491863251
161,704,299,668,186,740,412,0.4276759922504425
161,894,669,821,620,968,719,0.40629681944847107
161,604,358,563,257,646,459,0.39849191904067993
161,502,288,474,196,531,381,0.36490514874458313
161,590,513,532,374,649,652,0.35529598593711853
162,440,577,364,437,516,718,0.8614344596862793
162,752,587,669,458,836,717,0.7335354685783386
162,598,602,528,487,668,717,0.649987518787384
162,650,348,609,231,692,465,0.5931360721588135
162,591,458,533,376,649,541,0.5745042562484741
162,590,359,535,266,645,452,0.5732637643814087
162,894,671,821,625,967,718,0.47974851727485657
162,703,300,668,187,739,413,0.41533029079437256
162,783,408,729,290,837,526,0.3863150477409363
162,499,291,469,199,530,383,0.38177335262298584
162,29,407,0,359,59,456,0.3775368332862854
163,440,579,364,442,516,717,0.8651746511459351
163,594,603,523,490,666,717,0.750831127166748
163,752,589,671,462,834,716,0.7383280992507935
163,591,460,533,378,649,542,0.6484677791595459
163,648,344,606,233,691,455,0.5784009695053101
163,589,360,533,267,646,453,0.5780160427093506
163,783,409,731,291,836,528,0.47525158524513245
163,492,292,459,200,526,384,0.46473246812820435
163,894,673,823,629,966,718,0.4341922402381897
164,440,583,364,449,517,717,0.8482593297958374
164,751,592,670,467,833,718,0.7644386887550354
164,593,604,521,492,665,716,0.7035893797874451
164,589,460,529,379,650,542,0.658360481262207
164,588,361,531,269,646,454,0.5901659727096558
164,648,348,608,232,688,464,0.5870144367218018
164,786,413,733,292,839,534,0.5455260276794434
164,486,296,451,208,522,384,0.5051761269569397
164,894,676,825,634,964,718,0.37257298827171326
165,440,584,363,453,517,716,0.8606404066085815
165,751,594,670,471,833,718,0.7843347787857056
165,589,464,527,381,652,547,0.7148261666297913
165,585,365,525,275,646,455,0.6867514252662659
165,592,605,519,494,665,716,0.6773149371147156
165,645,350,603,234,688,466,0.6637040376663208
165,134,300,105,205,163,396,0.6205816268920898
165,785,417,731,294,840,541,0.6060838103294373
165,483,291,444,198,523,384,0.5393840670585632
165,895,678,828,639,963,718,0.36201366782188416
166,440,587,364,458,517,716,0.8607497811317444
166,750,596,669,476,831,717,0.7752261757850647
166,583,368,522,277,644,459,0.7686848044395447
166,590,468,526,381,655,555,0.7335705757141113
166,590,605,515,496,666,715,0.7322903275489807
166,643,351,601,235,685,467,0.6594082117080688
166,133,297,102,199,165,396,0.6355200409889221
166,785,417,730,295,841,540,0.6272006034851074
166,482,291,441,200,523,383,0.5847626328468323
166,696,305,659,192,733,418,0.38095301389694214
167,441,588,364,461,519,716,0.8399176597595215
167,582,371,520,280,645,463,0.745649516582489
167,132,297,100,198,165,396,0.7213486433029175
167,590,472,525,382,656,563,0.7200546860694885
167,749,601,667,483,831,719,0.703033447265625
167,590,607,515,498,666,716,0.6980280876159668
167,641,352,598,237,685,468,0.635646641254425
167,482,291,440,199,524,383,0.600496768951416
167,789,417,732,295,847,540,0.5705536007881165
167,691,301,656,190,727,412,0.38116347789764404
168,442,591,364,465,521,717,0.8109608292579651
168,579,373,519,283,640,463,0.7270526885986328
168,591,477,526,385,656,569,0.7241104245185852
168,591,608,518,500,664,717,0.7036169767379761
168,128,297,95,199,161,396,0.6756150722503662
168,753,603,677,488,829,718,0.6475546360015869
168,641,352,598,238,685,466,0.5984067320823669
168,789,417,729,295,849,540,0.5950057506561279
168,482,298,439,213,525,384,0.5384088158607483
169,442,593,364,468,521,719,0.7873724102973938
169,128,297,94,201,162,393,0.7449149489402771
169,591,480,525,388,657,572,0.7220149040222168
169,576,377,518,284,634,471,0.7220010757446289
169,591,611,519,505,664,717,0.6816380620002747
169,751,606,675,495,828,717,0.6753908395767212
169,789,419,729,297,849,541,0.6048715114593506
169,638,356,594,243,683,469,0.5838345289230347
169,480,290,437,196,523,385,0.39409637451171875
169,467,298,441,213,493,383,0.3609394431114197
170,442,594,364,472,521,717,0.8126024603843689
170,123,303,92,202,154,405,0.804594099521637
170,589,611,515,507,664,716,0.6941669583320618
170,592,483,523,393,662,573,0.6803000569343567
170,746,609,665,500,827,718,0.6770032644271851
170,573,382,515,286,632,478,0.6548230051994324
170,637,357,593,243,681,471,0.6268376111984253
170,794,425,733,301,855,550,0.6129607558250427
170,467,299,442,216,492,382,0.44429415464401245
171,443,596,364,475,522,717,0.816336989402771
171,121,297,90,201,153,393,0.7999207973480225
171,743,611,661,504,826,718,0.734417736530304
171,590,616,515,515,666,717,0.7191545963287354
171,591,483,522,394,660,572,0.6134446859359741
171,635,359,591,247,680,471,0.6037336587905884
171,789,431,729,302,850,561,0.5853576064109802
171,471,297,441,214,502,381,0.4581054449081421
171,567,383,512,288,623,478,0.44386667013168335
172,442,597,363,478,521,716,0.7976599335670471
172,120,301,88,202,152,401,0.7891307473182678
172,742,613,661,507,824,719,0.7562462091445923
172,589,618,514,518,665,719,0.7092629671096802
172,632,358,588,247,677,469,0.6118690967559814
172,594,488,527,398,662,579,0.6083643436431885
172,793,438,733,306,853,570,0.5909572243690491
172,563,391,508,293,618,489,0.5344628095626831
172,471,296,438,212,504,380,0.4626901149749756
173,442,600,362,482,523,718,0.7941192388534546
173,118,299,86,200,151,398,0.7927685976028442
173,741,614,660,511,823,718,0.7458064556121826
173,591,620,517,523,665,718,0.7338064908981323
173,631,358,587,248,676,468,0.6383131742477417
173,593,493,525,403,661,583,0.5539458990097046
173,794,440,733,311,856,570,0.5536493062973022
173,463,291,434,198,493,384,0.4588247239589691
173,560,391,504,292,617,491,0.42215660214424133
174,443,602,360,486,527,718,0.8056166768074036
174,116,298,83,203,149,394,0.7646759748458862
174,740,616,658,514,822,719,0.7372581958770752
174,592,624,520,530,665,718,0.6560875177383423
174,630,359,586,248,675,471,0.6403228044509888
174,795,445,735,315,856,576,0.6273107528686523
174,594,498,527,407,662,589,0.5528624653816223
174,460,290,428,197,492,383,0.47975584864616394
174,556,393,498,296,615,491,0.4570585787296295
175,443,606,359,493,527,719,0.8181737661361694
175,115,297,80,201,150,394,0.7567845582962036
175,743,618,664,516,822,720,0.7211695313453674
175,798,446,736,315,861,578,0.65688157081604
175,629,362,583,248,676,477,0.6563639044761658
175,594,504,528,411,661,597,0.5864889025688171
175,593,626,520,535,666,718,0.5505903363227844
175,551,394,493,297,609,492,0.47862476110458374
175,453,291,424,197,483,385,0.4120129644870758
176,442,609,357,499,527,719,0.8268716335296631
176,112,298,76,202,148,395,0.7842482328414917
176,738,620,657,521,820,719,0.6962073445320129
176,798,451,736,321,860,581,0.6586236953735352
176,628,365,581,249,676,482,0.6246486902236938
176,592,630,521,541,664,719,0.5185059905052185
176,594,507,527,416,662,598,0.4992332458496094
176,546,400,487,298,605,502,0.4849536418914795
176,447,298,422,212,472,385,0.3615604639053345
177,110,297,73,200,148,394,0.8131077885627747
177,441,613,355,507,527,719,0.8098115921020508
177,743,622,665,525,822,719,0.6823842525482178
177,627,369,579,251,675,488,0.6415228247642517
177,799,454,738,325,861,584,0.6139583587646484
177,596,511,530,420,663,603,0.6087158918380737
177,541,405,484,301,599,510,0.5916147828102112
177,1126,234,1099,167,1154,302,0.5177602171897888
177,595,633,522,547,669,719,0.509647011756897
177,13,221,0,162,26,281,0.48586034774780273
178,109,296,71,201,147,392,0.8163515329360962
178,440,615,353,513,527,718,0.8017718195915222
178,743,624,662,529,825,719,0.6853716969490051
178,800,458,738,329,862,588,0.6624502539634705
178,535,414,476,302,595,527,0.6475121974945068
178,626,373,578,251,675,495,0.6130706667900085
178,597,515,531,425,663,606,0.6115213632583618
178,1131,235,1099,168,1163,302,0.5927429795265198
178,18,223,0,162,36,285,0.5543959736824036
178,595,635,523,551,668,719,0.4410973787307739
179,438,619,351,519,526,720,0.823171079158783
179,106,295,66,202,146,389,0.8153590559959412
179,745,626,661,533,830,720,0.6943065524101257
179,598,518,532,429,664,607,0.6702845096588135
179,805,460,738,331,872,589,0.6494710445404053
179,531,418,470,305,593,531,0.6290891170501709
179,628,372,577,251,680,494,0.5789320468902588
179,1134,236,1100,169,1169,304,0.5454055666923523
179,23,223,0,163,46,283,0.4707508087158203
179,594,637,521,555,668,720,0.4627310037612915
179,746,358,684,241,808,476,0.4107270836830139
179,548,258,509,209,588,307,0.4102376401424408
180,436,622,349,525,523,720,0.8338733911514282
180,102,294,61,201,143,387,0.8285635709762573
180,746,628,656,536,836,720,0.7112807631492615
180,805,464,738,333,872,596,0.6669938564300537
180,597,519,531,430,664,609,0.6515998840332031
180,529,417,469,307,590,527,0.6036979556083679
180,625,374,577,254,673,494,0.582127034664154
180,1135,237,1100,171,1171,303,0.5185732841491699
180,593,639,519,559,668,719,0.511408269405365
180,548,260,507,211,590,310,0.3958502411842346
180,672,326,634,203,711,450,0.3848002254962921
181,96,292,51,197,142,387,0.8291807770729065
181,434,624,348,530,521,719,0.8136056065559387
181,748,630,657,541,840,720,0.701591432094574
181,804,466,738,334,871,598,0.65562903881073
181,623,373,575,254,672,493,0.6018008589744568
181,598,522,531,432,666,612,0.5519208908081055
181,593,640,518,562,669,719,0.5323419570922852
181,522,457,460,309,585,605,0.5313111543655396
181,671,328,632,203,710,454,0.4520987272262573
181,1137,236,1100,171,1174,302,0.3824617564678192
181,523,412,461,309,585,515,0.35540178418159485
182,95,291,51,195,140,387,0.8642536997795105
182,433,626,347,534,520,719,0.8001136779785156
182,746,632,650,544,842,720,0.7084680795669556
182,806,472,738,335,874,610,0.6269128322601318
182,596,528,527,435,665,622,0.5665057301521301
182,623,375,572,255,675,495,0.5318386554718018
182,591,642,516,565,666,719,0.5201476216316223
182,516,457,451,316,582,598,0.3853178322315216
182,1139,236,1100,171,1178,302,0.355701208114624
183,92,290,49,193,136,387,0.8626346588134766
183,431,628,345,538,517,719,0.7996538281440735
183,755,635,667,550,844,720,0.5961066484451294
183,589,644,513,569,665,719,0.5478370785713196
183,623,376,573,258,673,494,0.5353473424911499
183,604,528,541,437,667,619,0.4790336787700653
183,514,465,450,320,579,610,0.4784126579761505
183,807,472,740,337,874,607,0.4738321602344513
183,1161,633,1075,549,1247,717,0.35032081604003906
184,88,290,45,193,132,388,0.8176900744438171
184,429,630,344,542,515,719,0.7818947434425354
184,515,469,454,324,576,615,0.6105926632881165
184,759,638,673,556,846,720,0.5334155559539795
184,623,376,574,260,672,492,0.49453893303871155
184,603,531,541,438,665,625,0.47873520851135254
184,807,478,742,339,872,618,0.4461454451084137
184,589,645,512,572,666,718,0.3918900191783905
184,1143,236,1105,170,1182,302,0.3547317385673523
185,84,287,41,191,128,384,0.8024467825889587
185,428,632,343,546,514,719,0.7796251177787781
185,623,377,574,262,672,493,0.5913862586021423
185,605,534,545,440,665,629,0.5721676349639893
185,806,487,740,341,873,633,0.49960482120513916
185,760,641,675,562,846,720,0.4842222332954407
185,520,469,468,329,572,610,0.43085044622421265
185,460,230,430,134,491,326,0.4115654230117798
185,1162,632,1076,547,1249,717,0.3637724220752716
185,587,649,510,580,664,719,0.35206204652786255
186,82,287,41,190,123,385,0.8074053525924683
186,428,634,343,549,514,719,0.7864248156547546
186,808,498,742,347,874,649,0.6040343642234802
186,604,537,543,443,666,632,0.5892515182495117
186,623,378,573,263,674,494,0.5547564625740051
186,513,470,457,332,569,609,0.4667131006717682
186,758,643,672,566,845,720,0.44512781500816345
186,462,231,434,135,491,327,0.37980902194976807
186,586,652,509,585,663,720,0.3700501322746277
187,428,635,343,552,514,719,0.8043203949928284
187,77,287,38,190,117,384,0.799947202205658
187,504,473,443,333,565,613,0.6746995449066162
187,623,379,571,264,675,495,0.6617807149887085
187,601,542,536,447,667,637,0.6604098081588745
187,809,504,745,349,874,659,0.6163268685340881
187,761,646,678,573,844,720,0.4745062589645386
187,466,226,437,129,496,324,0.4584965109825134
187,587,654,511,589,664,720,0.4342208206653595
187,527,270,480,214,575,326,0.4018498659133911
187,1162,632,1071,545,1253,719,0.3820785582065582
188,427,638,342,556,513,720,0.8127419352531433
188,73,285,34,190,112,380,0.777459442615509
188,499,474,437,335,562,613,0.7299339175224304
188,812,509,748,352,876,666,0.7034309506416321
188,602,546,537,452,667,641,0.6393520832061768
188,624,384,573,264,675,504,0.6306667327880859
188,762,371,701,251,824,492,0.5017240643501282
188,759,649,679,578,840,720,0.4523075520992279
188,588,657,511,596,666,719,0.41468101739883423
188,524,267,480,213,569,322,0.3977581262588501
188,1162,631,1068,546,1256,717,0.38843128085136414
188,468,226,439,129,498,324,0.3760022819042206
188,525,349,487,286,563,412,0.3745938539505005
189,427,641,341,562,513,720,0.8102306723594666
189,66,286,27,191,106,381,0.7815890908241272
189,496,485,432,338,560,633,0.7299214601516724
189,813,511,750,355,876,668,0.7030869722366333
189,601,550,536,456,667,645,0.6986029744148254
189,625,385,575,265,675,505,0.6259074211120605
189,764,378,704,253,825,504,0.5637057423591614
189,522,351,484,288,561,415,0.45922601222991943
189,591,659,512,600,670,719,0.441921591758728
189,759,650,684,581,835,720,0.4284247159957886
189,1106,238,1084,174,1129,302,0.42695170640945435
189,524,269,479,214,570,325,0.36360621452331543
190,66,285,28,191,104,380,0.8170931935310364
190,427,643,341,567,513,719,0.7921113967895508
190,814,517,752,360,876,675,0.7408704161643982
190,490,488,422,340,558,636,0.6877517104148865
190,601,553,536,460,667,647,0.6554757356643677
190,625,386,574,265,677,508,0.6087947487831116
190,765,379,705,255,826,504,0.5883404612541199
190,1109,235,1082,168,1137,302,0.5860937237739563
190,131,288,102,209,160,367,0.4805193543434143
190,517,352,478,292,557,413,0.47236907482147217
190,1165,634,1070,550,1261,718,0.387825071811676
190,757,653,684,586,830,720,0.38511207699775696
190,522,273,476,214,568,333,0.3778479993343353
190,588,662,513,605,664,719,0.37611639499664307
190,587,252,547,185,628,320,0.362141489982605
191,65,285,29,191,102,380,0.8159166574478149
191,425,647,341,576,509,719,0.7457535862922668
191,490,489,426,341,554,637,0.7233622074127197
191,816,526,754,362,878,690,0.7010670304298401
191,626,380,576,267,677,493,0.689579427242279
191,602,563,536,468,669,658,0.678290843963623
191,132,287,102,207,162,368,0.5373895168304443
191,764,390,704,259,825,522,0.5318515300750732
191,585,258,544,186,626,330,0.42493492364883423
191,585,666,513,613,658,719,0.39911630749702454
191,518,356,478,294,558,418,0.3927949070930481
191,758,655,689,592,828,719,0.3740338087081909
191,1113,238,1084,174,1143,302,0.3713194727897644
191,1165,635,1066,554,1264,717,0.36567777395248413
